model,mae_log,rmse_log,median_ae_log,r2
baseline_median,1.213381556618191,1.4584215412113897,1.122142786078304,-0.004735328116722393
random_forest_regressor,0.9359435963994212,1.16422406207693,0.8221792243819008,0.3597366031734064
